Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
,DBC,GLD,IEI,SPY,TLT
,,,,,
2014-01-02,23.280611038208008,118.0,102.64855194091797,152.1962432861328,79.52630615234375
2014-01-03,23.133319854736328,119.29000091552734,102.57167053222656,152.17123413085938,79.52630615234375
2014-01-06,23.160938262939453,119.5,102.73396301269531,151.73031616210938,79.86099243164062
2014-01-07,23.142526626586914,118.81999969482422,102.81940460205078,152.66217041015625,80.06340026855469
2014-01-08,22.92159652709961,118.12000274658203,102.43496704101562,152.6954345703125,79.84544372558594
2014-01-09,22.737485885620117,118.45999908447266,102.5631332397461,152.7953643798828,80.31246185302734
2014-01-10,22.88477325439453,120.26000213623047,103.07569885253906,153.2113494873047,81.26985168457031
2014-01-13,22.875568389892578,121.0199966430664,103.25511169433594,151.17286682128906,81.6746597290039
2014-01-14,22.875568389892578,119.88999938964844,102.98170471191406,152.8203125,81.30098724365234
2014-01-15,22.940006256103516,119.66000366210938,102.88777160644531,153.64401245117188,81.21537017822266
2014-01-16,22.90318489074707,119.79000091552734,103.02444458007812,153.44430541992188,81.76026916503906
2014-01-17,22.930801391601562,120.93000030517578,103.13551330566406,152.7953643798828,82.10272216796875
2014-01-21,22.986034393310547,119.69999694824219,103.00733947753906,153.24459838867188,82.16500091552734
2014-01-22,23.096498489379883,119.19000244140625,102.83648681640625,153.34445190429688,81.96260833740234
2014-01-23,23.078088760375977,121.79000091552734,103.2380599975586,152.08810424804688,83.12242126464844
2014-01-24,23.087291717529297,122.29000091552734,103.44310760498047,148.84317016601562,83.65945434570312
2014-01-27,22.930801391601562,120.95999908447266,103.32350158691406,148.1109619140625,83.07568359375
2014-01-28,23.04126739501953,120.94999694824219,103.4601821899414,148.99295043945312,83.278076171875
2014-01-29,23.022857666015625,122.47000122070312,103.6737289428711,147.56185913085938,83.96307373046875
2014-01-30,22.930801391601562,119.7699966430664,103.63105010986328,149.1259765625,83.72174835205078
2014-01-31,22.90318489074707,120.08999633789062,103.86170959472656,148.25238037109375,84.28215789794922
2014-02-03,22.90318489074707,121.31999969482422,104.16780090332031,144.9159393310547,85.30915069580078
2014-02-04,23.078088760375977,120.98999786376953,104.04808044433594,145.9310302734375,84.40391540527344
2014-02-05,23.124116897583008,121.29000091552734,103.87706756591797,145.74794006347656,83.6235580444336
2014-02-06,23.216171264648438,121.23999786376953,103.77449035644531,147.66995239257812,83.26453399658203
2014-02-07,23.483129501342773,122.16999816894531,103.98820495605469,149.5004425048828,83.3348388671875
2014-02-10,23.354251861572266,122.91999816894531,103.96259307861328,149.77503967285156,83.56892395019531
2014-02-11,23.473922729492188,124.36000061035156,103.72315216064453,151.4141387939453,83.08511352539062
2014-02-12,23.51995086669922,124.43000030517578,103.57781219482422,151.48907470703125,82.65592193603516
2014-02-13,23.648826599121094,125.48999786376953,103.84288787841797,152.27113342285156,83.12409973144531
2014-02-14,23.731678009033203,127.1500015258789,103.81727600097656,153.11148071289062,83.17095947265625
2014-02-18,24.07227897644043,127.4000015258789,103.99675750732422,153.29461669921875,83.35821533203125
2014-02-19,24.136714935302734,126.2699966430664,103.87706756591797,152.2794647216797,83.00703430175781
2014-02-20,24.182743072509766,127.5999984741211,103.75733184814453,153.17803955078125,82.80413818359375
2014-02-21,24.118305206298828,127.58000183105469,103.78304290771484,153.00335693359375,83.24117279052734
2014-02-24,24.21956443786621,128.99000549316406,103.74030303955078,153.85203552246094,83.03050231933594
2014-02-25,24.109102249145508,129.2100067138672,103.91130065917969,153.79373168945312,83.77185821533203
2014-02-26,24.04466438293457,128.11000061035156,104.06522369384766,153.80206298828125,84.21661376953125
2014-02-27,23.971019744873047,128.1999969482422,104.09940338134766,154.60916137695312,84.67700958251953
2014-02-28,24.053869247436523,127.62000274658203,104.01388549804688,155.000244140625,84.72386169433594
2014-03-03,24.385263442993164,130.2899932861328,104.27323150634766,153.9102325439453,85.28944396972656
2014-03-04,24.2932071685791,128.67999267578125,103.89664459228516,156.07357788085938,84.00653076171875
2014-03-05,24.090688705444336,128.88999938964844,103.93089294433594,156.21499633789062,84.18647003173828
2014-03-06,24.311620712280273,130.1699981689453,103.75117492675781,156.57273864746094,83.35726165771484
2014-03-07,24.201156616210938,129.08999633789062,103.47730255126953,156.6393585205078,82.83313751220703
